-62.5, -18, 73.348
-62.46, -19.998, 72.113
-62.076, -21.957, 71.149
-61.345, -23.815, 72.198
-60.298, -25.516, 74.664
-58.99, -27.024, 77.706
-57.477, -28.329, 80.672
-55.812, -29.434, 83.223
-54.036, -30.35, 85.255
-52.179, -31.091, 86.081
-50.26, -31.653, 87.388
-48.303, -32.064, 88.301
-46.321, -32.326, 88.631
-44.325, -32.438, 89.078
-42.326, -32.419, 89.209
-40.333, -32.251, 89.318
-38.355, -31.961, 89.307
-36.404, -31.524, 89.184
-34.484, -30.966, 89.084
-32.61, -30.268, 88.841
-30.788, -29.445, 88.713
-29.03, -28.494, 88.485
-27.347, -27.413, 88.403
-25.742, -26.221, 88.355
-24.233, -24.909, 88.358
-22.843, -23.472, 100
-21.459, -22.028, 100
-20.074, -20.585, 100
-18.689, -19.142, 100
-17.305, -17.699, 100
-15.92, -16.255, 100
-14.536, -14.812, 100
-13.151, -13.369, 100
-11.766, -11.926, 100
-10.382, -10.483, 100
-8.997, -9.039, 99.353
-8.366, -8.424, 98.219
-9.671, -9.939, 98.314
-10.958, -11.47, 98.314
-12.227, -13.016, 98.435
-13.481, -14.573, 98.582
-14.721, -16.143, 98.759
-15.949, -17.722, 98.968
-17.165, -19.309, 99.211
-18.373, -20.904, 99.492
-19.574, -22.502, 99.813
-20.773, -24.103, 99.823
-21.972, -25.704, 99.414
-23.177, -27.301, 98.957
-24.392, -28.889, 97.895
-25.624, -30.464, 97.289
-26.879, -32.021, 96.635
-28.163, -33.555, 95.939
-29.483, -35.058, 94.452
-30.853, -36.515, 93.689
-32.273, -37.923, 92.936
-33.748, -39.273, 92.219
-35.296, -40.539, 90.999
-36.906, -41.724, 90.55
-38.582, -42.815, 90.085
-40.327, -43.791, 90.092
-42.126, -44.663, 90.257
-43.975, -45.425, 90.997
-45.87, -46.064, 91.525
-47.796, -46.6, 92.119
-49.747, -47.038, 92.752
-51.717, -47.383, 93.399
-53.699, -47.644, 94.037
-55.691, -47.827, 94.652
-57.687, -47.94, 95.231
-59.687, -47.991, 92.843
-60.347, -48.212, 91.885
-58.467, -48.893, 92.327
-56.622, -49.664, 92.879
-54.814, -50.519, 93.525
-53.043, -51.449, 94.256
-51.309, -52.445, 95.074
-49.608, -53.497, 95.99
-47.936, -54.594, 97.031
-46.285, -55.723, 98.245
-44.648, -56.871, 99.387
-43.01, -58.019, 96.798
-41.356, -59.143, 94.137
-39.604, -60, 100
-37.604, -60, 100
-35.604, -60, 100
-33.604, -60, 100
-31.604, -60, 100
-29.604, -60, 100
-27.604, -60, 100
-25.604, -60, 100
-23.604, -60, 100
-21.604, -60, 100
-19.604, -60, 100
-17.604, -60, 100
-15.604, -60, 100
-13.604, -60, 100
-11.604, -60, 100
-9.604, -60, 100
-7.604, -60, 100
-5.604, -60, 100
-3.604, -60, 100
-1.604, -60, 100
0.396, -60, 100
2.396, -60, 100
4.396, -60, 100
6.396, -60, 100
8.396, -60, 100
10.396, -60, 100
12.396, -60, 100
14.396, -60, 100
16.396, -60, 100
18.396, -60, 100
20.396, -60, 100
22.396, -60, 99.778
24.396, -60, 97.199
26.373, -59.867, 94.574
28.259, -59.202, 91.849
30.15, -58.551, 89.041
32.042, -57.902, 86.141
33.931, -57.244, 83.14
35.807, -56.552, 80.027
37.658, -55.795, 76.788
39.456, -54.92, 73.407
41.148, -53.857, 69.864
42.643, -52.533, 66.135
43.83, -50.929, 67.977
44.661, -49.113, 75.947
44.164, -48, 100
42.164, -48, 100
40.164, -48, 100
38.164, -48, 100
36.164, -48, 100
34.164, -48, 100
32.164, -48, 100
31.836, -48, 100
33.836, -48, 100
35.836, -48, 100
37.836, -48, 100
39.836, -48, 100
41.836, -48, 100
43.836, -48, 100
45.836, -48, 100
47.836, -48, 100
49.836, -48, 100
51.836, -48, 100
53.836, -48, 100
55.836, -48, 100
57.836, -48, 100
59.836, -48, 100
60.164, -48, 100
58.164, -48, 100
56.164, -48, 100
54.164, -48, 100
52.164, -48, 100
50.164, -48, 100
48.164, -48, 100
46.164, -48, 100
44.164, -48, 100
42.164, -48, 99.647
40.164, -48, 97.064
38.164, -48, 94.411
36.164, -48, 91.681
34.164, -48, 88.868
32.867, -47.462, 86.838
33.428, -45.543, 83.862
33.957, -43.614, 80.777
34.34, -41.652, 77.57
34.475, -39.658, 74.227
34.295, -37.669, 73.442
33.788, -35.737, 76.479
32.987, -33.906, 80.27
31.958, -32.193, 84.319
30.758, -30.594, 87.977
29.43, -29.099, 90.049
27.989, -27.713, 100
26.526, -26.349, 100
25.063, -24.986, 100
23.6, -23.622, 100
22.137, -22.258, 100
20.674, -20.895, 100
19.211, -19.531, 100
17.748, -18.167, 100
16.285, -16.804, 100
14.822, -15.44, 100
13.359, -14.076, 99.452
11.896, -12.713, 96.865
12.586, -11.848, 95.403
14.488, -11.231, 95.074
16.371, -10.557, 94.736
18.231, -9.822, 94.393
20.064, -9.022, 94.049
21.865, -8.153, 93.38
23.628, -7.208, 93.067
25.349, -6.191, 92.777
27.024, -5.099, 92.519
28.648, -3.932, 92.299
30.215, -2.689, 92.123
31.716, -1.368, 91.925
33.144, 0.032, 91.91
34.5, 1.501, 91.952
35.782, 3.036, 92.05
36.986, 4.632, 92.202
38.109, 6.287, 92.643
39.145, 7.997, 92.92
40.103, 9.753, 93.226
40.983, 11.548, 93.552
41.787, 13.379, 93.892
42.518, 15.24, 94.239
43.18, 17.127, 94.588
43.774, 19.037, 94.933
44.306, 20.965, 95.27
44.778, 22.908, 95.597
45.194, 24.864, 95.91
45.557, 26.831, 96.208
45.872, 28.805, 96.49
46.142, 30.787, 96.755
46.37, 32.774, 97.003
46.558, 34.765, 97.235
46.71, 36.759, 97.235
46.82, 38.756, 97.45
46.899, 40.754, 97.65
46.949, 42.754, 97.834
46.973, 44.754, 98.004
46.968, 46.754, 98.004
47.706, 48, 100
49.706, 48, 100
51.706, 48, 100
53.706, 48, 100
55.706, 48, 100
57.706, 48, 100
59.706, 48, 100
61.706, 48, 99.686
61.946, 48.337, 99.158
60.085, 49.069, 99.287
58.221, 49.793, 99.759
56.355, 50.513, 99.652
54.49, 51.238, 97.804
52.635, 51.983, 95.172
50.8, 52.778, 92.541
49.004, 53.658, 90.206
47.264, 54.644, 90.658
45.586, 55.731, 93.206
43.958, 56.894, 95.343
42.368, 58.106, 97.087
40.802, 59.35, 98.314
39.032, 60, 100
37.032, 60, 100
35.032, 60, 100
33.032, 60, 100
31.032, 60, 100
29.032, 60, 100
27.032, 60, 100
25.032, 60, 100
23.032, 60, 100
21.032, 60, 100
19.032, 60, 100
17.032, 60, 100
15.032, 60, 100
13.032, 60, 100
11.032, 60, 100
9.032, 60, 100
7.032, 60, 100
5.032, 60, 100
3.032, 60, 100
1.032, 60, 100
-0.968, 60, 100
-2.968, 60, 100
-4.968, 60, 100
-6.968, 60, 100
-8.968, 60, 100
-10.968, 60, 100
-12.968, 60, 100
-14.968, 60, 100
-16.968, 60, 100
-18.968, 60, 100
-20.968, 60, 97.552
-22.968, 60, 94.912
-24.968, 60, 92.197
-26.917, 59.689, 89.438
-28.814, 59.056, 86.551
-30.714, 58.433, 83.565
-32.616, 57.815, 80.468
-34.516, 57.19, 77.247
-36.406, 56.535, 73.886
-38.264, 55.797, 70.365
-40.042, 54.885, 66.66
-41.622, 53.665, 62.743
-42.891, 52.124, 75.004
-43.893, 50.395, 87.387
-44.745, 48.585, 95.088
-43.638, 48, 100
-41.638, 48, 100
-39.638, 48, 100
-37.638, 48, 100
-35.638, 48, 100
-33.638, 48, 100
-31.638, 48, 100
-29.638, 48, 100
-31.446, 48, 100
-33.446, 48, 100
-35.446, 48, 100
-37.446, 48, 100
-39.446, 48, 100
-41.446, 48, 100
-43.446, 48, 100
-45.446, 48, 100
-47.446, 48, 100
-49.446, 48, 100
-51.446, 48, 100
-53.446, 48, 100
-55.446, 48, 100
-57.446, 48, 100
-59.446, 48, 100
-60.554, 48, 100
-58.554, 48, 100
-56.554, 48, 100
-54.554, 48, 100
-52.554, 48, 100
-50.554, 48, 100
-48.554, 48, 100
-46.554, 48, 100
-44.554, 48, 100
-42.554, 48, 100
-40.554, 48, 100
-38.554, 48, 98.29
-36.554, 48, 95.671
-35.428, 47.876, 94.154
-37.341, 47.294, 93.998
-39.229, 46.634, 93.904
-41.091, 45.905, 93.682
-42.924, 45.104, 93.41
-44.721, 44.227, 93.255
-46.478, 43.273, 92.901
-48.192, 42.243, 92.487
-49.857, 41.135, 92.009
-51.465, 39.946, 91.746
-53.007, 38.672, 91.168
-54.475, 37.315, 90.526
-55.86, 35.873, 89.825
-57.151, 34.346, 89.078
-58.335, 32.734, 88.305
-59.398, 31.041, 87.538
-60.325, 29.27, 86.698
-61.103, 27.428, 83.718
-61.718, 25.526, 80.629
-62.16, 23.577, 77.416
-62.42, 21.595, 74.064
-62.5, 19.597, 70.552
-62.5, 17.597, 66.855
-62.5, 15.597, 62.942
-62.5, 13.597, 58.768
-62.5, 11.597, 54.274
-62.5, 9.597, 49.373
-62.5, 7.597, 43.928
-62.5, 5.597, 37.705
-62.5, 3.597, 30.227
-62.5, 1.597, 20.141
-62.5, 0, 0
-62.5, 0, 0
-62.5, -20, 0
endData
127
100
200
-62.5, -18, -63.454, -32.562, -38.406, -38.33, -24.137, -24.82
-24.137, -24.82, -16.068, -16.41, -16.068, -16.41, -8, -8
-8, -8, -28.648, -31.585, -31.639, -48.174, -61, -48
-61, -48, -51.661, -50.927, -45.134, -56.91, -40, -60
-40, -60, -7, -60, -7, -60, 26, -60
26, -60, 37.468, -55.877, 43.179, -55.061, 45, -48
45, -48, 38, -48, 38, -48, 31, -48
31, -48, 46, -48, 46, -48, 61, -48
61, -48, 46.861, -48, 46.861, -48, 32.721, -48
32.721, -48, 34.102, -42.704, 37.247, -36.991, 29.023, -28.677
29.023, -28.677, 20.194, -20.448, 20.194, -20.448, 11.366, -12.219
11.366, -12.219, 36.186, -5.047, 47.572, 12.402, 46.953, 48
46.953, 48, 54.873, 48, 54.873, 48, 62.794, 48
62.794, 48, 50.053, 53.087, 48.97, 52.68, 40, 60
40, 60, 7, 60, 7, 60, -26, 60
-26, 60, -40.201, 55.154, -41.577, 55.98, -45, 48
-45, 48, -37.271, 48, -37.271, 48, -29.542, 48
-29.542, 48, -45.271, 48, -45.271, 48, -61, 48
-61, 48, -48, 48, -48, 48, -35, 48
-35, 48, -50.383, 43.737, -62.362, 33.136, -62.5, 20
-62.5, 20, -62.5, 10, -62.5, 10, -62.5, 0
